interaction_id,customer_id,interaction_type,datetime,notes
16839,4833,Meeting,2023-05-05 13:38:30,Giới thiệu sản phẩm mới ra mắt
16840,4833,Email,2023-10-24 00:41:03,Gửi mã giảm giá 10% cho đơn đầu tiên
16841,4833,Meeting,2023-09-09 12:22:54,Gửi mã giảm giá 10% cho đơn đầu tiên
16842,4833,Call,2023-08-24 01:44:52,Hỏi tình trạng da và gợi ý routine
16843,4834,Email,2025-07-13 00:49:52,Xác nhận tồn kho và thời gian giao hàng
16844,4834,Call,2025-10-09 01:49:00,Gửi mã giảm giá 10% cho đơn đầu tiên
16845,4835,Chat,2023-09-15 21:47:51,Hỏi tình trạng da và gợi ý routine
16846,4836,Web,2025-10-08 22:31:00,hành_động='Bắt đầu thanh toán'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='AquaSkin'; từ_khóa='trị mụn'
16847,4836,Call,2025-10-09 06:42:00,Tư vấn combo dưỡng da
16848,4837,Email,2023-12-17 12:30:32,Tư vấn combo dưỡng da
16849,4837,Chat,2024-04-13 23:20:26,Xác nhận tồn kho và thời gian giao hàng
16850,4837,Email,2024-09-13 12:48:48,Xác nhận tồn kho và thời gian giao hàng
16851,4837,Social Media,2024-01-15 06:51:33,Gửi mã giảm giá 10% cho đơn đầu tiên
16852,4837,Email,2024-02-22 07:05:02,Tư vấn combo dưỡng da
16853,4838,Chat,2024-08-21 06:18:33,Giới thiệu sản phẩm mới ra mắt
16854,4839,Call,2025-10-08 18:29:18,Gửi mã giảm giá 10% cho đơn đầu tiên
16855,4839,Email,2025-10-09 03:25:00,Hỏi tình trạng da và gợi ý routine
16856,4839,Social Media,2025-08-28 03:16:20,Gửi mã giảm giá 10% cho đơn đầu tiên
16857,4840,Social Media,2025-01-24 21:29:15,Phản hồi trải nghiệm sau khi mua
16858,4840,Meeting,2025-01-31 15:11:46,Phản hồi trải nghiệm sau khi mua
16859,4840,Web,2024-11-14 23:45:12,hành_động='Xem sản phẩm'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='GlowMe'; từ_khóa='chống nắng'
16860,4840,Call,2024-12-21 02:27:54,Gửi mã giảm giá 10% cho đơn đầu tiên
16861,4841,Meeting,2023-11-29 18:57:05,Giới thiệu sản phẩm mới ra mắt
16862,4841,Web,2023-06-07 13:39:46,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Toner làm dịu'; thương_hiệu='Silky'; từ_khóa='da nhạy cảm'
16863,4841,Call,2023-06-29 13:21:14,Xác nhận tồn kho và thời gian giao hàng
16864,4842,Email,2025-02-28 09:20:35,Gửi mã giảm giá 10% cho đơn đầu tiên
16865,4842,Web,2024-08-26 06:54:38,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='AquaSkin'; từ_khóa='chống nắng'
16866,4842,Call,2025-04-30 17:44:48,Xác nhận tồn kho và thời gian giao hàng
16867,4843,Email,2023-12-07 07:47:00,Gửi mã giảm giá 10% cho đơn đầu tiên
16868,4843,Call,2024-03-21 10:39:56,Tư vấn combo dưỡng da
16869,4843,Email,2024-01-25 03:30:40,Gửi mã giảm giá 10% cho đơn đầu tiên
16870,4844,Social Media,2024-06-02 07:44:34,Hỏi tình trạng da và gợi ý routine
16871,4844,Call,2024-04-24 15:52:54,Gửi mã giảm giá 10% cho đơn đầu tiên
16872,4844,Web,2023-12-14 11:02:39,hành_động='Xem chi tiết thương hiệu'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='GlowMe'; từ_khóa='da nhạy cảm'
16873,4844,Web,2024-05-29 22:02:27,hành_động='Xem sản phẩm'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='Lumi'; từ_khóa='dưỡng ẩm'
16874,4844,Call,2024-03-05 16:31:10,Gửi mã giảm giá 10% cho đơn đầu tiên
16875,4844,Chat,2024-05-25 09:59:05,Gửi mã giảm giá 10% cho đơn đầu tiên
16876,4845,Call,2024-11-18 04:50:04,Phản hồi trải nghiệm sau khi mua
16877,4845,Email,2025-02-01 03:52:43,Giới thiệu sản phẩm mới ra mắt
16878,4845,Call,2025-03-16 09:32:36,Gửi mã giảm giá 10% cho đơn đầu tiên
16879,4845,Call,2024-09-20 10:11:56,Gửi mã giảm giá 10% cho đơn đầu tiên
16880,4845,Meeting,2024-11-12 06:50:42,Xác nhận tồn kho và thời gian giao hàng
16881,4845,Web,2025-03-18 14:25:51,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Son lì tông nude'; thương_hiệu='AquaSkin'; từ_khóa='son lì'
16882,4846,Call,2023-09-15 08:23:24,Gửi mã giảm giá 10% cho đơn đầu tiên
16883,4846,Web,2024-04-11 11:06:14,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Toner làm dịu'; thương_hiệu='PureLeaf'; từ_khóa='da nhạy cảm'
16884,4846,Meeting,2023-08-24 02:04:37,Gửi mã giảm giá 10% cho đơn đầu tiên
16885,4846,Meeting,2024-03-13 22:33:11,Tư vấn combo dưỡng da
16886,4846,Call,2024-02-12 07:35:06,Xác nhận tồn kho và thời gian giao hàng
16887,4846,Social Media,2023-11-07 15:25:21,Xác nhận tồn kho và thời gian giao hàng
16888,4847,Email,2023-08-02 21:20:48,Hỏi tình trạng da và gợi ý routine
16889,4847,Chat,2023-11-09 08:30:51,Giới thiệu sản phẩm mới ra mắt
16890,4847,Chat,2023-11-29 03:01:59,Giới thiệu sản phẩm mới ra mắt
16891,4847,Email,2023-08-13 19:28:38,Hỏi tình trạng da và gợi ý routine
16892,4847,Social Media,2023-10-09 19:21:26,Xác nhận tồn kho và thời gian giao hàng
16893,4847,Meeting,2024-01-01 01:22:12,Tư vấn combo dưỡng da
16894,4848,Chat,2024-07-14 21:40:40,Hỏi tình trạng da và gợi ý routine
16895,4848,Email,2024-04-10 06:21:54,Xác nhận tồn kho và thời gian giao hàng
16896,4848,Email,2024-04-24 14:40:22,Xác nhận tồn kho và thời gian giao hàng
16897,4848,Call,2024-01-04 01:44:57,Giới thiệu sản phẩm mới ra mắt
16898,4848,Social Media,2023-10-22 23:41:57,Xác nhận tồn kho và thời gian giao hàng
16899,4849,Social Media,2024-07-15 23:39:21,Hỏi tình trạng da và gợi ý routine
16900,4849,Call,2023-12-19 15:03:00,Phản hồi trải nghiệm sau khi mua
16901,4849,Call,2024-01-06 10:17:36,Giới thiệu sản phẩm mới ra mắt
16902,4849,Social Media,2024-03-25 14:04:43,Hỏi tình trạng da và gợi ý routine
16903,4849,Call,2024-01-12 07:15:28,Phản hồi trải nghiệm sau khi mua
16904,4850,Email,2025-01-19 13:50:09,Phản hồi trải nghiệm sau khi mua
16905,4850,Web,2024-08-05 02:27:34,hành_động='Bắt đầu thanh toán'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='HerbaCare'; từ_khóa='dưỡng ẩm'
16906,4850,Email,2025-02-16 09:16:56,Gửi mã giảm giá 10% cho đơn đầu tiên
16907,4851,Email,2025-10-09 09:17:00,Gửi mã giảm giá 10% cho đơn đầu tiên
16908,4851,Call,2025-10-09 10:38:00,Tư vấn combo dưỡng da
16909,4851,Meeting,2025-10-09 10:52:00,Phản hồi trải nghiệm sau khi mua
16910,4851,Meeting,2025-10-08 19:32:00,Tư vấn combo dưỡng da
16911,4851,Social Media,2025-10-09 11:01:00,Tư vấn combo dưỡng da
16912,4851,Chat,2025-10-08 20:43:00,Phản hồi trải nghiệm sau khi mua
16913,4852,Call,2024-06-09 18:43:13,Xác nhận tồn kho và thời gian giao hàng
16914,4852,Social Media,2024-06-04 04:10:24,Xác nhận tồn kho và thời gian giao hàng
16915,4852,Web,2024-03-04 10:10:06,hành_động='Xem chi tiết thương hiệu'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='HerbaCare'; từ_khóa='son lì'
16916,4853,Social Media,2024-08-06 11:43:01,Phản hồi trải nghiệm sau khi mua
16917,4853,Chat,2024-08-30 18:48:11,Tư vấn combo dưỡng da
16918,4853,Chat,2024-10-19 01:05:50,Tư vấn combo dưỡng da
16919,4853,Social Media,2024-08-07 00:59:43,Phản hồi trải nghiệm sau khi mua
16920,4853,Call,2024-09-03 06:01:20,Xác nhận tồn kho và thời gian giao hàng
16921,4854,Chat,2023-08-26 21:26:58,Tư vấn combo dưỡng da
16922,4855,Web,2025-10-09 02:17:00,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='Lumi'; từ_khóa='chống nắng'
16923,4855,Social Media,2025-09-23 19:46:00,Tư vấn combo dưỡng da
16924,4855,Social Media,2025-10-09 02:21:00,Gửi mã giảm giá 10% cho đơn đầu tiên
16925,4855,Chat,2025-10-09 10:22:00,Giới thiệu sản phẩm mới ra mắt
16926,4855,Web,2025-10-08 19:22:00,hành_động='Xem sản phẩm'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='Lumi'; từ_khóa='dưỡng ẩm'
16927,4855,Email,2025-08-12 21:34:31,Xác nhận tồn kho và thời gian giao hàng
16928,4856,Social Media,2024-10-28 10:01:25,Hỏi tình trạng da và gợi ý routine
16929,4856,Web,2025-03-25 23:24:28,hành_động='Xem sản phẩm'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='GlowMe'; từ_khóa='trị mụn'
16930,4856,Chat,2025-05-13 15:35:56,Tư vấn combo dưỡng da
16931,4856,Chat,2025-06-21 21:02:51,Giới thiệu sản phẩm mới ra mắt
16932,4856,Web,2024-09-29 06:34:06,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='HerbaCare'; từ_khóa='da nhạy cảm'
16933,4856,Chat,2025-02-18 09:58:41,Giới thiệu sản phẩm mới ra mắt
16934,4857,Web,2024-02-16 13:04:24,hành_động='Thanh toán thất bại'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='AquaSkin'; từ_khóa='da nhạy cảm'
16935,4857,Social Media,2024-01-30 09:57:19,Tư vấn combo dưỡng da
16936,4857,Email,2024-05-06 06:56:21,Hỏi tình trạng da và gợi ý routine
16937,4858,Meeting,2025-03-01 01:54:14,Hỏi tình trạng da và gợi ý routine
16938,4858,Call,2025-06-15 15:16:32,Xác nhận tồn kho và thời gian giao hàng
16939,4858,Meeting,2025-08-27 22:01:08,Gửi mã giảm giá 10% cho đơn đầu tiên
16940,4858,Call,2025-07-07 09:20:57,Phản hồi trải nghiệm sau khi mua
16941,4858,Social Media,2025-07-21 23:27:25,Phản hồi trải nghiệm sau khi mua
16942,4859,Web,2024-11-18 21:48:37,hành_động='Xem sản phẩm'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='HerbaCare'; từ_khóa='chống nắng'
16943,4860,Social Media,2025-10-09 07:38:00,Phản hồi trải nghiệm sau khi mua
16944,4860,Social Media,2025-10-09 02:45:00,Gửi mã giảm giá 10% cho đơn đầu tiên
16945,4860,Meeting,2025-10-09 03:53:00,Phản hồi trải nghiệm sau khi mua
16946,4861,Social Media,2025-08-07 19:54:38,Phản hồi trải nghiệm sau khi mua
16947,4861,Call,2025-09-09 23:03:38,Hỏi tình trạng da và gợi ý routine
16948,4861,Chat,2025-10-09 05:02:00,Gửi mã giảm giá 10% cho đơn đầu tiên
16949,4861,Call,2025-10-09 03:17:00,Gửi mã giảm giá 10% cho đơn đầu tiên
16950,4861,Call,2025-10-08 23:38:00,Xác nhận tồn kho và thời gian giao hàng
16951,4862,Meeting,2025-10-09 10:31:00,Gửi mã giảm giá 10% cho đơn đầu tiên
16952,4862,Chat,2025-10-09 10:07:00,Xác nhận tồn kho và thời gian giao hàng
16953,4862,Call,2025-09-11 10:43:48,Xác nhận tồn kho và thời gian giao hàng
16954,4863,Email,2024-06-06 17:58:28,Hỏi tình trạng da và gợi ý routine
16955,4863,Chat,2024-09-04 21:14:45,Phản hồi trải nghiệm sau khi mua
16956,4863,Call,2024-08-26 05:19:13,Gửi mã giảm giá 10% cho đơn đầu tiên
16957,4863,Meeting,2024-07-12 06:34:13,Giới thiệu sản phẩm mới ra mắt
16958,4863,Social Media,2024-06-12 05:45:24,Xác nhận tồn kho và thời gian giao hàng
16959,4864,Meeting,2025-10-09 11:30:00,Phản hồi trải nghiệm sau khi mua
16960,4865,Call,2024-03-14 04:02:57,Hỏi tình trạng da và gợi ý routine
16961,4865,Chat,2024-07-26 05:25:04,Xác nhận tồn kho và thời gian giao hàng
16962,4865,Meeting,2024-06-03 18:38:44,Gửi mã giảm giá 10% cho đơn đầu tiên
16963,4865,Chat,2023-12-18 07:35:47,Giới thiệu sản phẩm mới ra mắt
16964,4865,Meeting,2024-01-09 00:17:07,Giới thiệu sản phẩm mới ra mắt
16965,4865,Chat,2024-08-26 03:02:08,Xác nhận tồn kho và thời gian giao hàng
16966,4866,Meeting,2025-06-09 16:54:24,Phản hồi trải nghiệm sau khi mua
16967,4866,Web,2025-02-20 10:57:46,hành_động='Xem chi tiết thương hiệu'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='Silky'; từ_khóa='trị mụn'
16968,4866,Chat,2025-01-22 02:56:24,Giới thiệu sản phẩm mới ra mắt
16969,4866,Meeting,2025-07-16 19:24:06,Hỏi tình trạng da và gợi ý routine
16970,4866,Call,2025-07-21 02:23:52,Gửi mã giảm giá 10% cho đơn đầu tiên
16971,4867,Chat,2024-06-19 05:09:07,Hỏi tình trạng da và gợi ý routine
16972,4867,Chat,2024-07-21 15:27:31,Giới thiệu sản phẩm mới ra mắt
16973,4867,Chat,2024-03-09 23:16:52,Xác nhận tồn kho và thời gian giao hàng
16974,4867,Call,2024-04-19 16:57:54,Phản hồi trải nghiệm sau khi mua
16975,4867,Email,2024-09-11 06:22:09,Xác nhận tồn kho và thời gian giao hàng
16976,4867,Chat,2024-08-06 00:57:14,Xác nhận tồn kho và thời gian giao hàng
16977,4868,Chat,2025-05-05 07:09:52,Xác nhận tồn kho và thời gian giao hàng
16978,4868,Social Media,2025-03-11 23:23:14,Tư vấn combo dưỡng da
16979,4868,Social Media,2025-07-10 23:53:37,Tư vấn combo dưỡng da
16980,4868,Call,2025-06-25 23:15:35,Gửi mã giảm giá 10% cho đơn đầu tiên
16981,4868,Meeting,2024-12-29 16:25:17,Giới thiệu sản phẩm mới ra mắt
16982,4869,Call,2024-07-23 07:10:00,Tư vấn combo dưỡng da
16983,4869,Email,2024-04-20 21:21:51,Phản hồi trải nghiệm sau khi mua
16984,4869,Web,2024-08-05 04:26:07,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='GlowMe'; từ_khóa='trắng da'
16985,4870,Email,2024-12-29 13:26:45,Xác nhận tồn kho và thời gian giao hàng
16986,4870,Web,2025-06-03 01:43:42,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Son lì tông nude'; thương_hiệu='PureLeaf'; từ_khóa='da nhạy cảm'
16987,4870,Web,2025-04-18 05:59:25,hành_động='Bắt đầu thanh toán'; sản_phẩm='Son lì tông nude'; thương_hiệu='Silky'; từ_khóa='trị mụn'
16988,4870,Social Media,2024-10-13 11:58:24,Giới thiệu sản phẩm mới ra mắt
16989,4870,Web,2025-01-28 17:30:51,hành_động='Xem sản phẩm'; sản_phẩm='Nước hoa hồng'; thương_hiệu='Silky'; từ_khóa='dưỡng ẩm'
16990,4870,Email,2024-12-16 16:17:46,Xác nhận tồn kho và thời gian giao hàng
16991,4871,Social Media,2023-07-29 23:03:43,Hỏi tình trạng da và gợi ý routine
16992,4871,Web,2023-10-28 23:43:56,hành_động='Thanh toán thành công'; sản_phẩm='Nước hoa hồng'; thương_hiệu='Silky'; từ_khóa='da nhạy cảm'
16993,4872,Social Media,2025-05-21 02:11:08,Xác nhận tồn kho và thời gian giao hàng
16994,4872,Meeting,2025-07-20 16:05:29,Xác nhận tồn kho và thời gian giao hàng
16995,4872,Email,2025-10-09 08:58:00,Tư vấn combo dưỡng da
16996,4872,Social Media,2025-07-06 23:15:37,Hỏi tình trạng da và gợi ý routine
16997,4872,Call,2025-10-09 09:30:00,Xác nhận tồn kho và thời gian giao hàng
16998,4872,Web,2025-10-09 06:55:00,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='Lumi'; từ_khóa='da nhạy cảm'
16999,4873,Web,2023-09-11 16:08:52,hành_động='Thanh toán thành công'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='Lumi'; từ_khóa='da nhạy cảm'
17000,4873,Chat,2023-05-18 20:26:17,Giới thiệu sản phẩm mới ra mắt
17001,4874,Social Media,2023-10-27 13:25:18,Giới thiệu sản phẩm mới ra mắt
17002,4874,Chat,2023-06-29 21:57:11,Tư vấn combo dưỡng da
17003,4874,Email,2023-10-16 23:48:47,Phản hồi trải nghiệm sau khi mua
17004,4874,Call,2023-06-26 11:36:37,Giới thiệu sản phẩm mới ra mắt
17005,4874,Social Media,2023-08-02 03:29:05,Xác nhận tồn kho và thời gian giao hàng
17006,4875,Chat,2024-03-30 01:07:22,Hỏi tình trạng da và gợi ý routine
17007,4875,Social Media,2024-03-08 14:01:08,Gửi mã giảm giá 10% cho đơn đầu tiên
17008,4875,Social Media,2024-05-04 23:00:49,Giới thiệu sản phẩm mới ra mắt
17009,4876,Email,2024-05-21 19:43:04,Gửi mã giảm giá 10% cho đơn đầu tiên
17010,4877,Email,2025-02-24 05:51:02,Phản hồi trải nghiệm sau khi mua
17011,4877,Email,2025-01-09 02:13:11,Phản hồi trải nghiệm sau khi mua
17012,4877,Chat,2025-06-08 10:04:04,Tư vấn combo dưỡng da
17013,4877,Call,2025-06-01 03:48:11,Gửi mã giảm giá 10% cho đơn đầu tiên
17014,4878,Meeting,2025-02-20 17:08:14,Tư vấn combo dưỡng da
17015,4878,Meeting,2025-06-08 01:55:37,Phản hồi trải nghiệm sau khi mua
17016,4878,Email,2025-01-06 04:46:36,Gửi mã giảm giá 10% cho đơn đầu tiên
17017,4878,Email,2025-05-26 12:36:48,Giới thiệu sản phẩm mới ra mắt
17018,4879,Social Media,2024-07-28 00:37:18,Giới thiệu sản phẩm mới ra mắt
17019,4879,Social Media,2024-08-10 17:37:15,Hỏi tình trạng da và gợi ý routine
17020,4879,Meeting,2024-04-03 12:33:43,Giới thiệu sản phẩm mới ra mắt
17021,4880,Meeting,2023-11-17 02:53:05,Giới thiệu sản phẩm mới ra mắt
17022,4880,Social Media,2023-07-19 16:20:17,Xác nhận tồn kho và thời gian giao hàng
17023,4880,Chat,2024-02-28 02:21:12,Gửi mã giảm giá 10% cho đơn đầu tiên
17024,4880,Social Media,2023-07-22 06:50:41,Tư vấn combo dưỡng da
17025,4880,Social Media,2024-03-05 14:05:45,Gửi mã giảm giá 10% cho đơn đầu tiên
17026,4880,Social Media,2024-02-23 02:03:01,Phản hồi trải nghiệm sau khi mua
17027,4881,Web,2023-10-27 01:47:44,hành_động='Thanh toán thất bại'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='Lumi'; từ_khóa='chống nắng'
17028,4881,Social Media,2024-01-15 04:47:51,Tư vấn combo dưỡng da
17029,4882,Web,2023-09-24 10:55:02,hành_động='Bắt đầu thanh toán'; sản_phẩm='Dầu gội phục hồi'; thương_hiệu='PureLeaf'; từ_khóa='trị mụn'
17030,4882,Chat,2024-03-02 05:06:44,Phản hồi trải nghiệm sau khi mua
17031,4882,Chat,2023-11-29 06:18:36,Hỏi tình trạng da và gợi ý routine
17032,4882,Email,2023-09-09 05:13:58,Phản hồi trải nghiệm sau khi mua
17033,4882,Web,2023-11-20 09:36:31,hành_động='Xem chi tiết thương hiệu'; sản_phẩm='Toner làm dịu'; thương_hiệu='GlowMe'; từ_khóa='dưỡng ẩm'
17034,4882,Call,2023-12-05 02:40:31,Xác nhận tồn kho và thời gian giao hàng
17035,4883,Chat,2023-07-19 16:05:27,Phản hồi trải nghiệm sau khi mua
17036,4883,Email,2023-02-24 06:54:54,Phản hồi trải nghiệm sau khi mua
17037,4883,Social Media,2023-03-13 15:35:34,Tư vấn combo dưỡng da
17038,4883,Meeting,2023-05-13 04:30:50,Gửi mã giảm giá 10% cho đơn đầu tiên
17039,4884,Meeting,2023-09-30 01:17:26,Hỏi tình trạng da và gợi ý routine
17040,4884,Web,2023-09-27 17:48:00,hành_động='Xem sản phẩm'; sản_phẩm='Dầu gội phục hồi'; thương_hiệu='GlowMe'; từ_khóa='chống nắng'
17041,4885,Web,2024-08-15 20:22:33,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Serum Vitamin C'; thương_hiệu='HerbaCare'; từ_khóa='da nhạy cảm'
17042,4885,Email,2024-09-26 03:09:38,Xác nhận tồn kho và thời gian giao hàng
17043,4886,Chat,2023-03-19 10:14:20,Hỏi tình trạng da và gợi ý routine
17044,4886,Call,2023-07-14 12:13:57,Xác nhận tồn kho và thời gian giao hàng
17045,4886,Meeting,2023-09-09 23:10:03,Tư vấn combo dưỡng da
17046,4887,Call,2025-01-04 14:32:51,Gửi mã giảm giá 10% cho đơn đầu tiên
17047,4887,Meeting,2024-11-27 20:34:58,Hỏi tình trạng da và gợi ý routine
17048,4887,Email,2025-03-30 19:28:05,Hỏi tình trạng da và gợi ý routine
17049,4887,Email,2025-03-01 06:14:42,Xác nhận tồn kho và thời gian giao hàng
17050,4887,Chat,2025-03-19 02:00:16,Tư vấn combo dưỡng da
17051,4888,Email,2024-09-11 21:52:50,Phản hồi trải nghiệm sau khi mua
17052,4888,Email,2025-05-20 13:17:30,Hỏi tình trạng da và gợi ý routine
17053,4888,Web,2024-08-11 05:02:56,hành_động='Thanh toán thành công'; sản_phẩm='Son lì tông nude'; thương_hiệu='Silky'; từ_khóa='da nhạy cảm'
17054,4888,Social Media,2024-12-15 13:55:15,Phản hồi trải nghiệm sau khi mua
17055,4889,Social Media,2024-05-22 04:58:27,Gửi mã giảm giá 10% cho đơn đầu tiên
17056,4890,Web,2023-08-28 18:42:43,hành_động='Thanh toán thành công'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='HerbaCare'; từ_khóa='da nhạy cảm'
17057,4890,Web,2023-07-23 14:54:29,hành_động='Thanh toán thành công'; sản_phẩm='Toner làm dịu'; thương_hiệu='Lumi'; từ_khóa='da nhạy cảm'
17058,4890,Social Media,2023-10-10 11:30:10,Hỏi tình trạng da và gợi ý routine
17059,4890,Web,2023-11-06 21:54:53,hành_động='Xem sản phẩm'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='Lumi'; từ_khóa='son lì'
17060,4890,Web,2024-01-29 22:49:44,hành_động='Xem sản phẩm'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='GlowMe'; từ_khóa='da nhạy cảm'
17061,4891,Meeting,2025-04-21 01:40:05,Tư vấn combo dưỡng da
17062,4891,Meeting,2025-03-08 12:23:01,Phản hồi trải nghiệm sau khi mua
17063,4891,Email,2025-05-23 23:59:23,Phản hồi trải nghiệm sau khi mua
17064,4891,Web,2025-04-29 22:10:18,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='Silky'; từ_khóa='da nhạy cảm'
17065,4891,Chat,2025-10-09 00:55:00,Hỏi tình trạng da và gợi ý routine
17066,4892,Email,2023-07-16 01:42:23,Tư vấn combo dưỡng da
17067,4892,Web,2024-02-10 17:52:07,hành_động='Xem sản phẩm'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='HerbaCare'; từ_khóa='son lì'
17068,4892,Email,2023-07-09 06:38:02,Tư vấn combo dưỡng da
17069,4892,Call,2023-11-14 23:11:48,Phản hồi trải nghiệm sau khi mua
17070,4893,Meeting,2025-10-09 06:16:00,Phản hồi trải nghiệm sau khi mua
17071,4893,Email,2025-10-09 01:17:00,Tư vấn combo dưỡng da
17072,4893,Call,2025-10-09 02:15:00,Tư vấn combo dưỡng da
17073,4893,Email,2025-10-09 07:50:00,Gửi mã giảm giá 10% cho đơn đầu tiên
17074,4893,Social Media,2025-10-09 03:28:00,Giới thiệu sản phẩm mới ra mắt
17075,4894,Web,2025-10-08 21:41:00,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Serum Vitamin C'; thương_hiệu='PureLeaf'; từ_khóa='chống nắng'
17076,4895,Call,2023-09-22 21:32:01,Phản hồi trải nghiệm sau khi mua
17077,4895,Meeting,2023-03-05 19:54:28,Gửi mã giảm giá 10% cho đơn đầu tiên
17078,4895,Chat,2023-06-07 06:15:47,Xác nhận tồn kho và thời gian giao hàng
17079,4895,Meeting,2023-03-24 20:26:22,Giới thiệu sản phẩm mới ra mắt
17080,4895,Call,2023-01-14 13:59:15,Tư vấn combo dưỡng da
17081,4896,Web,2024-05-26 20:57:31,hành_động='Bắt đầu thanh toán'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='Lumi'; từ_khóa='chống nắng'
17082,4896,Meeting,2024-08-08 17:23:42,Hỏi tình trạng da và gợi ý routine
17083,4896,Email,2025-01-07 16:14:20,Hỏi tình trạng da và gợi ý routine
17084,4896,Web,2024-07-17 19:12:58,hành_động='Xem sản phẩm'; sản_phẩm='Nước hoa hồng'; thương_hiệu='HerbaCare'; từ_khóa='chống nắng'
17085,4897,Email,2025-01-24 15:10:19,Tư vấn combo dưỡng da
17086,4898,Social Media,2023-06-11 13:42:35,Phản hồi trải nghiệm sau khi mua
17087,4899,Web,2025-10-09 00:47:00,hành_động='Xem chi tiết thương hiệu'; sản_phẩm='Toner làm dịu'; thương_hiệu='PureLeaf'; từ_khóa='da nhạy cảm'
17088,4899,Meeting,2025-10-08 21:07:00,Hỏi tình trạng da và gợi ý routine
17089,4899,Web,2025-06-02 13:46:19,hành_động='Thanh toán thành công'; sản_phẩm='Serum Vitamin C'; thương_hiệu='GlowMe'; từ_khóa='son lì'
17090,4899,Social Media,2025-07-17 11:13:58,Phản hồi trải nghiệm sau khi mua
17091,4899,Web,2025-10-09 06:59:00,hành_động='Xem sản phẩm'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='PureLeaf'; từ_khóa='da nhạy cảm'
17092,4900,Call,2024-08-06 14:34:49,Phản hồi trải nghiệm sau khi mua
17093,4900,Email,2024-04-17 15:07:30,Phản hồi trải nghiệm sau khi mua
17094,4900,Chat,2023-11-03 19:54:05,Giới thiệu sản phẩm mới ra mắt
17095,4900,Meeting,2024-07-04 20:23:00,Tư vấn combo dưỡng da
17096,4900,Chat,2024-06-29 19:49:53,Gửi mã giảm giá 10% cho đơn đầu tiên
17097,4900,Call,2024-02-22 21:32:05,Giới thiệu sản phẩm mới ra mắt
17098,4901,Call,2025-02-12 13:24:22,Phản hồi trải nghiệm sau khi mua
17099,4901,Social Media,2024-10-02 05:46:25,Xác nhận tồn kho và thời gian giao hàng
17100,4901,Meeting,2024-09-29 14:42:21,Gửi mã giảm giá 10% cho đơn đầu tiên
17101,4901,Web,2024-09-11 04:58:50,hành_động='Xem chi tiết thương hiệu'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='HerbaCare'; từ_khóa='da nhạy cảm'
17102,4902,Call,2025-10-09 11:12:00,Tư vấn combo dưỡng da
17103,4902,Call,2025-10-09 03:16:00,Gửi mã giảm giá 10% cho đơn đầu tiên
17104,4902,Email,2025-10-08 23:47:00,Tư vấn combo dưỡng da
17105,4902,Web,2025-05-22 23:42:27,hành_động='Bắt đầu thanh toán'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='Silky'; từ_khóa='son lì'
17106,4902,Email,2025-10-08 21:11:00,Gửi mã giảm giá 10% cho đơn đầu tiên
17107,4903,Email,2024-02-24 19:01:13,Giới thiệu sản phẩm mới ra mắt
17108,4903,Email,2024-05-10 07:31:52,Xác nhận tồn kho và thời gian giao hàng
